shift_value,final_train_loss,final_test_loss,final_train_acc,final_test_acc,aggregate_val_accuracy,mean_precision,mean_recall,mean_f1
0,0.014045137890800833,0.013636315028369426,86.205,88.14999999999999,88.14999999999999,0.7952694977989463,0.7593253327689344,0.7766334409578505
1,0.015328558592498303,0.0145727344378829,84.7725,87.42999999999999,87.42999999999999,0.7943526173139099,0.755336417937877,0.7739791609483679
2,0.014584751922264695,0.014231818732619285,85.42999999999999,87.99,87.99,0.7953786782694927,0.756326359572677,0.774979397952537
3,0.014441803381592035,0.014680978710949422,85.5525,87.91,87.91,0.7936741508238313,0.7571346145787651,0.7746311391183391
4,0.01463734588995576,0.015421116173267364,85.2475,87.08,87.08,0.7922332112308343,0.7537825630208055,0.7721471383485964
5,0.01448864385932684,0.014787778490781785,85.15,87.56,87.56,0.7942643726993273,0.7541321239872854,0.7732334366507333
