epoch,train_loss,test_loss
0,2786.579275,3575.764317480469
1,2311.5527515625,2938.397323901367
2,1869.78813359375,2390.930699951172
3,1486.475673828125,1871.0084806762695
4,1171.5396198242188,1420.0586385986328
5,918.5765505859375,1062.144938458252
6,719.9679278320313,783.4061989318848
7,562.4913984863281,578.4091358703613
8,438.877820703125,424.83253849487306
9,341.20691416015626,311.8221738220215
10,264.9746896728516,229.19847730255128
11,205.0117673828125,167.8669188735962
12,153.56553374023437,123.0583868347168
13,116.19626726074219,90.95684118881226
14,88.60011380615235,67.75639389305115
15,67.5815317199707,50.64010263061523
16,50.310624481201174,37.65602116317749
17,37.926369702148435,28.30944238357544
18,28.74394598083496,21.356328144454956
19,21.921920358276367,16.183189722061158
20,16.769904528808596,12.265653400039673
21,12.872926205444337,9.29352156906128
22,9.91995301208496,7.061107764482498
23,7.6481384140014645,5.408166537618637
24,5.932266436767578,4.179401214027405
25,4.6104372741699216,3.2673139537334444
26,3.6029915786743163,2.5665492238640786
27,2.815979504776001,2.0401209671616556
28,2.2113864891052244,1.6469390808463096
29,1.738970150566101,1.3381629254341125
30,1.3691943601608276,1.0912508837342263
31,1.073040566635132,0.8942732015639544
32,0.8388717041015625,0.7273934164136648
33,0.6503099267005921,0.5843376646742224
34,0.502457611656189,0.4612532521143556
35,0.3863118826389313,0.35656741413995624
36,0.2940453086853027,0.2738510858476162
37,0.2199181551218033,0.20617383340522646
38,0.15874740977287294,0.15033330365866424
39,0.11183415896892547,0.10445150875933468
40,0.07980434489250184,0.06701848422437906
41,0.059703215038776396,0.0413275769148022
42,0.04614451800584793,0.028397866072319446
43,0.03684791568219662,0.022074486817512663
44,0.030020374232530594,0.018387088328553364
45,0.0249738965511322,0.016067103770794348
46,0.02125731320679188,0.014464483288722112
47,0.01844245566576719,0.013353319527721032
48,0.016256735910475256,0.012492345812381246
49,0.01460522319227457,0.0118673943631351
50,0.013278647416830063,0.011382659500697627
51,0.012251101478934288,0.011031941212783567
52,0.01141487479954958,0.010744858079752884
53,0.010731558103859425,0.010415308283665218
54,0.010155460169911385,0.010165905526757706
55,0.009723166885226965,0.009908604261500295
56,0.00934082208648324,0.009724754810007289
57,0.009018807946890592,0.00948130783365341
58,0.00874558616951108,0.009334078202047385
59,0.008543302173912526,0.009118937928741798
60,0.008359025081247091,0.00907135416578967
61,0.008191495790332556,0.008841184708930087
62,0.008066705279052257,0.008850268777628663
63,0.007941575397551059,0.008473272289766465
64,0.007796369969844818,0.008512273783178535
65,0.007715997069329023,0.008363419977226295
66,0.007634703027456999,0.008283976333314786
67,0.00752135300040245,0.008156822967343033
68,0.007457417496293783,0.008050402510241838
69,0.007376532909274101,0.007907621224381729
70,0.00729215487986803,0.007925613625103143
71,0.00720426192805171,0.007857345006521792
72,0.007142496252804995,0.007680634742073016
73,0.007080938605219126,0.0076107576549460645
74,0.006982887111604214,0.007569620276539354
75,0.0069015258185565476,0.007409475028084126
76,0.006829111722111702,0.0071934206283302046
77,0.006737289898097515,0.007231064981489908
78,0.006675670531392098,0.007141249329183483
79,0.006578513085097075,0.00696617535232217
80,0.006519639833271504,0.006860423977469327
81,0.006436210976541042,0.0068542785757977984
82,0.0063347515299916266,0.006738639405649155
83,0.006265480646491051,0.006636788622487802
84,0.006189352685213089,0.0063803522266855
85,0.006132790552824736,0.006426270420331275
86,0.006059956456720829,0.006381123021023814
87,0.005969070290029049,0.006149907013733173
88,0.005903749347478151,0.006130470875458559
89,0.005839785172045231,0.006091699512384367
90,0.005772371181100607,0.005942436103190994
91,0.005710775189846754,0.005840550645627081
92,0.005616126724332571,0.005905694619816495
93,0.005585234563797712,0.005750399424997159
94,0.005502229103073478,0.005627673504280392
95,0.005436388197168708,0.005639096228592098
96,0.00537204834446311,0.005584065307199489
97,0.00531003134585917,0.005665348376205657
98,0.005265673796832561,0.0054941005866159685
99,0.005185753320902586,0.005334492595249321
100,0.005131444059312344,0.005396266149857547
101,0.005092425567656755,0.0054196126201655715
102,0.005024332398176193,0.005366853652050486
103,0.004994008998572826,0.005232590955685009
104,0.004929793178662658,0.005220040929748211
105,0.004865049980208278,0.005208652487304062
106,0.004811285775154829,0.005152916515848483
107,0.004778651187568903,0.005169335752970073
108,0.004721373790875077,0.005022284711882821
109,0.004666906497627497,0.005061587493476691
110,0.004635612218081951,0.00495528474689927
111,0.004586857242509723,0.005049544458650052
112,0.004541246896609664,0.005019906271182117
113,0.004493535942211747,0.004823180402957951
114,0.0044402267262339595,0.004784384059815784
115,0.004405594201385975,0.004828963436739287
116,0.00438751183450222,0.004822421609066077
117,0.004337382792681456,0.004876974972826429
118,0.004316233742237091,0.00484730696202314
119,0.004300034511089325,0.004830836237603216
120,0.004287342173233628,0.004690523164375918
121,0.0042883765690028665,0.004667194333468796
122,0.004288199639320374,0.004615086164948298
123,0.004282734086737037,0.004786878647466073
124,0.004264851749315858,0.004800376060861163
