epoch,train_loss,test_loss
0,2575.226966015625,1417.298482421875
1,1058.9891494140625,419.47272177734374
2,429.30250703125,148.31766872558595
3,206.26527111816407,65.99465708007813
4,113.9003615600586,34.18367098388672
5,68.9529373840332,19.53139284057617
6,44.39142349243164,11.936185566711426
7,29.744927359008788,7.644725246429443
8,20.518529806518554,5.10198070526123
9,14.471147901916504,3.5244547748565673
10,10.381404028320313,2.5190733974456787
11,7.546872367095947,1.8617015911102295
12,5.539333571624756,1.4179268569946288
13,4.108350600814819,1.1126219064712524
14,2.9945821014404297,0.897048913860321
15,2.213175106239319,0.730894588470459
16,1.6663344623565675,0.5932915014266967
17,1.2688963386535645,0.4732095964431763
18,0.9711548487663269,0.368585717010498
19,0.7412017588615417,0.2827565150260925
20,0.5664013382434845,0.2178429676771164
21,0.43106090178489687,0.1683521771669388
22,0.3217511804819107,0.12598659164905548
23,0.23463957786560058,0.08944375612735748
24,0.17164199168682098,0.057499245864152906
25,0.12179344720840454,0.03333648904561996
26,0.08507593766450881,0.02183042852282524
27,0.06135996233224869,0.018050177091360094
28,0.04669529219865799,0.016100417792797087
29,0.036786539366841314,0.014928279204666614
30,0.029827895978093148,0.014038645511865617
31,0.024703814658522606,0.013458888366818429
32,0.020890833073854448,0.013014061085879802
33,0.018049362026154994,0.012727902269363404
34,0.016005342066287995,0.012476171684265137
35,0.014349672855436802,0.012308345690369605
36,0.013154987835884095,0.012126045298576355
37,0.012239075849950314,0.012032392863929271
38,0.011525990875065327,0.01194464671611786
39,0.01098756109625101,0.011805348564684391
40,0.010568441408872604,0.01179444861114025
41,0.010236095118522644,0.011671322086453438
42,0.009957150937616826,0.011538900810480118
43,0.009748063240200281,0.01147562803775072
44,0.009544473995268345,0.011340337094664574
45,0.009351543754339218,0.011216399185359478
46,0.009195946492999792,0.011088306707143784
47,0.009010620544850826,0.010860097984969615
48,0.008828050035983324,0.010679790058732033
49,0.00863358358964324,0.010395657463371753
50,0.008433269886672496,0.010212774309515954
51,0.008203380622714758,0.009892640967667102
52,0.007990102660655975,0.009711025726795197
53,0.007786200050264597,0.009483457343280315
54,0.0075920650750398635,0.009278807657957078
55,0.007428293746709823,0.009206241355836392
56,0.007289383039623499,0.008996880568563938
57,0.007166340881586075,0.008888614091277123
58,0.007076391609013081,0.008595246736705303
59,0.00697273004502058,0.008603592026233673
60,0.006883817817270756,0.008497604066133499
61,0.006798548189550638,0.008458372949063778
62,0.006696856043487787,0.008223527953028678
63,0.006646281292289495,0.008215953880548478
64,0.006613721130043268,0.008135379202663898
65,0.006527271336317062,0.008090571828186512
66,0.006477867939323187,0.008034591509401797
67,0.006409214256703853,0.007905812728405
68,0.006365534804761409,0.007843058136105538
69,0.006298047354072332,0.0077319159813225265
70,0.00625940021276474,0.007823442404717208
71,0.006210564994812011,0.007592748013883829
