epoch,train_loss,test_loss,train_acc,test_acc
0,0.6985848256111145,0.6077522473335266,0.0,0.0
1,0.6302424271583558,0.32154480538368224,0.0,0.0
2,0.5689072023391724,0.31471760039329527,0.08,0.0
3,0.5060558640956878,0.2711366344451904,2.5749999999999997,0.03
4,0.44127808146476744,0.28059681258201596,8.862499999999999,1.8900000000000001
5,0.3780420658588409,0.33346452708244323,10.1075,1.8900000000000001
6,0.31989308977127073,0.40002637076377867,6.9475,1.8900000000000001
7,0.270571847319603,0.4989624879360199,4.0575,1.8900000000000001
8,0.232341774559021,0.4037584980964661,3.1225,1.8900000000000001
9,0.20506856942176818,0.32325965662002565,4.0825,1.8900000000000001
10,0.18734528863430022,0.3121919273853302,6.5125,1.8900000000000001
11,0.17650149261951448,0.34137051329612733,7.6850000000000005,1.9
12,0.16990791783332826,0.3898321579456329,8.110000000000001,1.21
13,0.1653259129524231,0.4461616183757782,11.3,1.21
14,0.16117608592510224,0.6365026293754578,12.7475,3.0
15,0.1568651361465454,0.6936353138923645,13.334999999999999,1.8900000000000001
16,0.15212945823669433,0.6565579317092896,14.360000000000001,1.21
17,0.1475401790738106,0.7649509100914001,14.882500000000002,1.21
18,0.1434464379310608,0.8476954424858093,15.459999999999999,1.21
19,0.13997801986932754,0.8551143879890442,16.0925,1.21
20,0.1366085986495018,0.8928728170394897,16.465,1.21
21,0.133284399497509,0.8198368656158447,17.227500000000003,1.21
22,0.12994190962314606,0.783688702583313,17.7575,1.21
23,0.12689249742031097,0.724465971660614,18.637500000000003,1.21
24,0.12378072247505188,0.7292331424713134,19.6825,1.21
25,0.1210602912902832,0.820867760848999,20.8425,1.21
26,0.1184988850235939,0.7982171816825867,21.815,1.21
27,0.11589561440944672,0.6660802944183349,23.13,1.23
28,0.11331777386665344,0.7870913496017456,24.165,1.22
29,0.11074895422458648,0.5795699461936951,25.45,1.22
30,0.10838471993207932,0.6318182726860047,26.4525,1.21
31,0.10607539132833481,0.46189352068901063,27.2225,1.25
32,0.10374731785058976,0.5174644544124604,28.152500000000003,4.53
33,0.10175338912010193,0.4898336224079132,28.947499999999998,5.13
34,0.0999624123454094,0.5618895298480987,30.317499999999995,0.64
35,0.0980383007645607,0.4228605404853821,31.130000000000003,6.17
36,0.09625511040687561,0.4807234715938568,31.9275,8.780000000000001
37,0.09477536025047302,0.4060658748149872,33.3375,6.97
38,0.09304284545183182,0.5936026021003723,34.160000000000004,1.32
39,0.09168599810600281,0.6484842326164245,34.9325,1.25
40,0.08997312418222428,0.5206995091438293,35.7375,1.8900000000000001
41,0.088835052216053,0.8166242120742798,36.52,0.03
42,0.08734811083078384,0.6734385124206543,37.1225,0.16
43,0.08634252392053604,0.4736614764213562,36.9375,5.4399999999999995
44,0.08518216218948364,0.2453259967327118,37.5625,2.58
45,0.08380538510084153,0.8233582879066468,38.805,0.0
46,0.08268024580478668,0.9311816437721252,39.1075,0.03
47,0.0814822460770607,0.5115331731319428,39.42,11.940000000000001
48,0.08035944901704788,1.0441825957298279,40.5425,1.8900000000000001
49,0.07926276944875717,0.8606174920082093,41.152499999999996,1.0699999999999998
50,0.07822155087590217,0.6497506761550903,41.72,2.02
51,0.07709212379455567,0.9451715121269226,42.07,5.55
52,0.07611442739963531,0.9478228932380677,42.620000000000005,2.26
53,0.07506061863899231,1.291135091972351,43.705,1.8900000000000001
