epoch,train_loss,test_loss,train_acc,test_acc
0,0.6314330550193786,0.5868900870323182,0.005,0.0
1,0.5602530116081238,0.5330004243850708,0.15,0.49
2,0.5041726042747497,0.4870117956638336,1.9625,5.45
3,0.45260927014350893,0.43699390997886656,8.2425,17.59
4,0.4054763081073761,0.3931888747692108,16.797500000000003,22.15
5,0.3637019781589508,0.35801724638938903,22.705000000000002,23.46
6,0.32755233397483824,0.32752607622146607,24.6975,22.82
7,0.29682426204681395,0.29820654430389404,24.7025,22.58
8,0.2705686185359955,0.27536807198524477,24.075,23.119999999999997
9,0.24842216522693633,0.25565203416347504,23.635,22.41
10,0.22939576110839843,0.2349472448348999,23.302500000000002,22.15
11,0.21282401013374327,0.21703923394680022,23.415,21.75
12,0.19856862795352936,0.20028563964366913,23.3625,21.78
13,0.18624667553901672,0.18705318830013276,23.6675,21.26
14,0.17558077716827392,0.17777477300167083,23.89,23.72
15,0.16616442329883577,0.16585237891674043,24.2725,22.33
16,0.15766955502033234,0.1566077514886856,24.665,22.869999999999997
17,0.15015236854553224,0.1501647634267807,25.305,24.01
18,0.14340023567676544,0.14153919892311095,25.6825,23.26
19,0.13749785521030425,0.13782495648860932,26.305,25.69
20,0.1319438504219055,0.13061302835941316,26.895000000000003,26.040000000000003
21,0.12705674724578858,0.1254603759765625,27.6125,24.58
22,0.12239223246574402,0.12137245863676072,28.3225,25.509999999999998
23,0.11812641201019287,0.11583748407363892,29.0875,28.23
24,0.11428471276760101,0.11632139837741852,29.9425,28.439999999999998
25,0.11072527368068695,0.1097656878709793,30.5775,27.900000000000002
26,0.1073067500591278,0.11215800622701645,31.745,30.8
27,0.10408746396303177,0.1035061186671257,32.3625,31.31
28,0.1013996304154396,0.10712484209537507,33.2575,31.4
29,0.09869924855232239,0.10269507545232773,34.1,31.53
30,0.09611353167295456,0.10265210613012314,34.839999999999996,28.54
31,0.09358947321176529,0.10816796098947525,35.945,27.439999999999998
32,0.09132384966611862,0.09796306587457657,36.6325,33.650000000000006
33,0.08929075725078582,0.10495030492544175,37.3475,31.85
34,0.08734843955039978,0.08649561560153961,38.445,35.15
35,0.08537179492712021,0.0888710395693779,39.025,38.26
36,0.08347585064172745,0.0906287181377411,39.915,36.720000000000006
37,0.08170481933355331,0.0871061439037323,40.5775,37.99
38,0.08017315471172333,0.08454653000831604,41.275,39.160000000000004
39,0.07853244029283524,0.08839760679006577,42.035,42.69
40,0.07702462060451508,0.0822027250289917,42.575,37.46
41,0.0756254254579544,0.08055756406784058,43.33,36.89
42,0.07431183972358704,0.08194730122089386,43.9225,42.77
43,0.07299860378503799,0.07553490904569626,44.415,43.21
44,0.0718724596619606,0.08754374392032624,44.927499999999995,41.71
45,0.07055228954553604,0.08156246515512466,45.585,40.83
46,0.06940929255485535,0.07489936611652374,45.989999999999995,46.19
47,0.06839944658279419,0.0790312481880188,46.655,39.7
48,0.06724529432058335,0.0709870813369751,47.0225,43.39
49,0.0662154865026474,0.0709738071322441,47.425,44.879999999999995
50,0.06509804258942604,0.07732618968486786,47.9925,43.669999999999995
51,0.06412975550889968,0.07596186748743057,48.3975,48.84
52,0.0633044637799263,0.06967217146158218,48.754999999999995,44.81
53,0.0625283665060997,0.07918970689773559,49.402499999999996,35.77
54,0.06141299428939819,0.0663969975233078,49.93,46.660000000000004
55,0.06072768236994743,0.0885100957274437,50.3325,31.990000000000002
56,0.0598203729391098,0.06524740240573883,50.895,48.82
57,0.059192737621068955,0.06575745313167572,51.385000000000005,50.82
58,0.0582813451886177,0.08731211054325104,51.7,36.4
59,0.0575145485162735,0.07875666445493698,52.222500000000004,48.6
60,0.056907098484039305,0.06938797693252563,52.752500000000005,45.65
61,0.05633148211240768,0.08426034672260284,52.754999999999995,32.76
62,0.0554574922144413,0.06178862501382828,53.464999999999996,52.05
63,0.05480947599411011,0.06520025156736374,53.7925,52.21
64,0.05419266414642334,0.06687175761461257,54.105000000000004,50.92
65,0.053499538397789,0.06296817017793656,54.765,52.87
66,0.052954669600725174,0.058471900272369384,54.995000000000005,53.839999999999996
67,0.05229248835444451,0.06053043469190598,55.535000000000004,51.690000000000005
68,0.05159353964328766,0.06611326711177826,55.8725,48.53
69,0.05123275223970413,0.05864453009366989,55.95250000000001,53.13
70,0.05062582343220711,0.06544174736738205,56.53,47.57
71,0.050019247084856035,0.060499147164821625,56.915000000000006,51.370000000000005
72,0.04959497276544571,0.056451383435726164,57.292500000000004,54.59
73,0.04900129637718201,0.06312693895101547,57.730000000000004,49.68
74,0.048399152767658236,0.06048932021856308,58.0125,50.28
75,0.04805176551938057,0.05793204535245895,58.6325,54.99000000000001
76,0.04750481204986572,0.056699951839447024,58.720000000000006,53.86
77,0.046904152953624725,0.06669428749084473,59.262499999999996,46.69
78,0.04654417507648468,0.06240686885118484,59.185,52.580000000000005
79,0.04614150547385216,0.08481402777433396,59.585,33.43
80,0.04555406236052513,0.0711793547987938,60.085,44.09
81,0.04511995713114739,0.06276128336191178,60.182500000000005,54.06999999999999
82,0.044644686859846114,0.0719797894001007,60.629999999999995,42.970000000000006
83,0.04440882530808449,0.05341060928702354,60.872499999999995,55.44
84,0.04389712392091751,0.05863734763860703,61.1225,53.1
85,0.04340536261200905,0.05736179684400559,61.6825,54.74
86,0.0429676933825016,0.06498702963590622,62.004999999999995,46.86
87,0.04261945286989212,0.06337019029855728,62.044999999999995,50.470000000000006
88,0.04214313462972641,0.0559607545375824,62.415,52.43
89,0.04170890111923218,0.07301912566423416,62.722500000000004,44.46
90,0.04151681734919548,0.0597283879160881,62.62,51.82
91,0.04106426558494568,0.06564744501113892,63.05500000000001,45.85
92,0.040809833180904385,0.06299288021326065,63.3625,51.09
93,0.04035384285449982,0.058051391983032226,63.839999999999996,56.88999999999999
94,0.04001447658538818,0.11524992771148682,64.0425,17.91
95,0.039639063590765,0.08764873949289322,64.2675,31.990000000000002
96,0.03927597779631615,0.05617744501829147,64.60000000000001,56.620000000000005
97,0.03904026805758476,0.058100164794921874,64.6175,50.5
98,0.03863781591653824,0.05367157709598541,65.11,57.29
99,0.03841102705001831,0.0652688310623169,65.0175,50.78
100,0.03792084152698517,0.06829918475151062,65.2875,38.85
101,0.03769776641726494,0.055320783770084384,65.7225,54.08
102,0.037368905889987945,0.05485998165607452,65.9475,54.410000000000004
103,0.03709209617972374,0.062111853444576266,66.25,51.21
104,0.0366553204536438,0.06247139452695846,66.4875,50.24999999999999
105,0.03630576300024986,0.05695559179782867,66.975,55.69
106,0.03612245323061943,0.059873965966701505,66.8775,50.44
107,0.0358042975962162,0.05365528156757355,67.14750000000001,56.88999999999999
108,0.03557969356775284,0.04904390152692795,67.10249999999999,58.08
109,0.035304456228017804,0.10686937351226806,67.5575,18.990000000000002
110,0.03505053135752678,0.058407905089855196,67.7525,54.800000000000004
111,0.034806460869312286,0.04985547242164612,67.77,58.98
112,0.03444239104390144,0.051163292372226714,68.1075,58.56
113,0.03420980738699436,0.05836055620908737,68.365,56.26
114,0.03384106013178825,0.04700089209675789,68.61500000000001,59.34
115,0.03367173939347267,0.05047966897487641,68.67999999999999,58.41
116,0.03350531231760979,0.06991952096223832,68.83,46.39
117,0.03309742570519447,0.08045782804489136,69.01,37.13
118,0.0330007107257843,0.06274215683937073,69.3325,49.65
119,0.032746804565191266,0.09251558482646942,69.3475,26.14
120,0.03259363737106323,0.0524553000330925,69.6425,54.54
121,0.03212423195838928,0.07405780566930771,70.0525,37.9
122,0.03200170812010765,0.08925112478733063,70.2125,30.45
123,0.03182323462367058,0.05402862602472305,70.155,55.14
124,0.03153484070301056,0.05865655168294907,70.5975,49.27
125,0.03143169782161712,0.06964093108177186,70.38250000000001,42.33
126,0.03096620637178421,0.057555658423900605,70.7925,56.32
127,0.0308975789219141,0.07086064850091935,71.08250000000001,40.23
128,0.030903891557455064,0.11678516688346863,70.97,19.34
129,0.030487107729911804,0.08450109556913375,71.17999999999999,27.700000000000003
130,0.03020631588101387,0.06619002810716629,71.39750000000001,43.69
131,0.030159620636701585,0.06288459219932556,71.4575,51.0
132,0.02990133248567581,0.04976260629892349,71.7075,59.61
133,0.029580399489402772,0.10301076486110687,72.1625,33.12
134,0.029377916473150252,0.08858456262350083,72.11999999999999,40.589999999999996
135,0.02912969664633274,0.05534726310968399,72.2125,55.42
136,0.02919826489686966,0.05095843097567558,72.4075,58.36
137,0.02872808467745781,0.0703006605386734,72.89750000000001,42.67
138,0.02862989445924759,0.07031755573749542,72.8175,45.769999999999996
139,0.02834378680586815,0.10483853580951691,73.1225,21.58
