epoch,train_loss,test_loss
0,1729.9218400390625,353.71951479492185
1,285.88131555175784,65.55535501708984
2,95.05468036499023,23.244717465209963
3,44.344443981933594,10.955094668579102
4,23.715845379638672,6.028280835723877
5,14.492676945495605,3.596398189544678
6,9.447277363586426,2.25251763420105
7,6.368383992767334,1.4658723930358886
8,4.370851026535034,0.9858137243270874
9,2.982934647369385,0.6901759057998658
10,2.0956693510055544,0.49768708376884463
11,1.500474750328064,0.3701523629665375
12,1.0929938442230225,0.28251645736694336
13,0.8048254220962524,0.22193800311088563
14,0.5969101570129395,0.17805316514968872
15,0.44707453227043153,0.14446464643478393
16,0.3375373380661011,0.11766526045799255
17,0.2552069265604019,0.09404048408269883
18,0.1924266314983368,0.07315792791843415
19,0.14522088634967803,0.05722808272838593
20,0.11051097482442857,0.045804357808828355
21,0.0847982266664505,0.037993798553943636
22,0.06572787289023399,0.030882977321743964
23,0.050767441147565845,0.025124187099933623
24,0.03876140359044075,0.01900533577501774
25,0.02921087728738785,0.014564348796010018
26,0.022228901794552804,0.012758388517796993
27,0.01811749102771282,0.012233835169672967
28,0.015410596661269664,0.011710263730585575
29,0.013525012035667897,0.011453313407301902
30,0.012080828621983529,0.010906914101541043
31,0.010894433149695397,0.010401396672427654
32,0.009915351168066263,0.010050384120643139
33,0.009085656631737948,0.009609095381200314
34,0.008451461938768626,0.009149024227261543
35,0.007926203260570764,0.008939167830348016
36,0.007481764583289623,0.008614102910459042
37,0.007149335669726134,0.008367066350579261
38,0.006864867569506168,0.008176080414652825
39,0.006608078099787236,0.007981100168824196
40,0.006380383975058794,0.007840471681952477
41,0.0061806384965777394,0.007544389314949512
42,0.005968033688887954,0.007306684724986553
43,0.005790751517564059,0.007146893161535263
44,0.0055926508098840715,0.0069368850536644456
45,0.005449038207903504,0.0066928167641162875
46,0.005296216212958098,0.006676070515811443
47,0.00516613059900701,0.006332864193618297
48,0.00505822933241725,0.006408650688827038
49,0.004962712702527642,0.006214629422128201
50,0.004847947544977069,0.006081231950223446
51,0.004770943347737193,0.006032256055623293
52,0.004681743911653757,0.0060282737255096435
53,0.0045965585853904485,0.005789321716874838
54,0.004541507327184081,0.005804488485306502
55,0.004461782548204065,0.005692193526029587
56,0.004419474224373698,0.005600093854963779
57,0.004339024776220322,0.00560206957384944
58,0.004291734498739243,0.005459477319568396
59,0.00422936640791595,0.005509480537474155
60,0.004171927944943309,0.005366282205283642
61,0.00415339754410088,0.005302284168452025
62,0.004080820491164923,0.0054225373767316344
63,0.004057896875590086,0.005273752516508102
64,0.004008622727170587,0.005359160619229079
65,0.003979017605632544,0.0052195730783045294
66,0.003944994393363595,0.005119595500081777
67,0.003909801897779107,0.005171881411969662
68,0.0038888980880379675,0.0050203999117016795
69,0.003835153615102172,0.004975543121993542
70,0.0037926065016537906,0.0051480220206081865
71,0.003789245280995965,0.0049469427913427354
72,0.003762058024853468,0.0049621589310467245
73,0.0037384906463325024,0.004978413118422031
74,0.0036925808154046535,0.004982149669528008
75,0.003683124792575836,0.004979339238256216
76,0.0036696371633559467,0.004930478955060244
77,0.0036430645797401666,0.004954977858066559
78,0.003624980491772294,0.004921608501672745
79,0.0035972540959715842,0.0049642032884061335
80,0.003567336405068636,0.005077223667502404
81,0.003547839793562889,0.004800577054917812
82,0.0035326054982841013,0.004903034073859453
83,0.003518159957975149,0.004773110535740852
84,0.00350112639516592,0.004846390274912119
85,0.003482086892798543,0.004942688822746277
86,0.0034648872669786213,0.004738916867226362
87,0.00346313647441566,0.004879861538857222
88,0.003437776258960366,0.004800358924269676
89,0.003424850023537874,0.004813171136379242
90,0.003393835308402777,0.0048047949194908145
91,0.003389747703075409,0.004728466277569532
92,0.003383983337879181,0.004720736094564199
93,0.0033636742901057004,0.004686650972813368
94,0.003347447419911623,0.004705728959292174
95,0.003338724022731185,0.004655599062889815
96,0.0033202277012169363,0.0047832214184105395
97,0.0033014333911240102,0.004657904501259327
98,0.00329554738253355,0.00461503167077899
99,0.0032860359385609625,0.004729988684505224
100,0.0032763718416914346,0.004639985558390618
101,0.00325926429964602,0.004795634772628545
102,0.0032457581654191017,0.004596036196500063
103,0.0032453395206481217,0.00468456042483449
104,0.003227863356843591,0.00466235808506608
105,0.003228562628105283,0.004671912904083729
106,0.0032091558605432512,0.004707748179137707
107,0.0032038476038724183,0.004582595103979111
108,0.0031804052231833337,0.004665702326595783
109,0.0031912986386567355,0.0046834878899157046
110,0.003164689053222537,0.004620370725542307
111,0.003170535045862198,0.004617278439551592
112,0.0031488598279654978,0.004517679639160633
113,0.0031416268456727265,0.00460992641299963
114,0.0031380300769582392,0.004639777990430594
115,0.003128440975397825,0.004681262779980898
116,0.0031228036280721424,0.004691817424446344
117,0.003127621749415994,0.004670815834403038
118,0.003117633974738419,0.004625419029593468
119,0.003090775439143181,0.004626072588562965
120,0.0030873448055237533,0.00460986988991499
121,0.003084906040877104,0.004613210336118937
122,0.003077436359971762,0.0046833194971084595
123,0.003068596124276519,0.004715913484245539
124,0.003066731255687773,0.00481934008076787
125,0.003047364762239158,0.004668123552203179
126,0.0030495670668780803,0.004692544786632061
127,0.003043672621995211,0.004708361760526895
128,0.0030319029485806823,0.0046984978958964346
129,0.003039076987281442,0.004736700269579887
130,0.0030175326533615587,0.004669865986704826
131,0.003015851552411914,0.004676183474063874
132,0.0030119308467954397,0.00482869527861476
